GEOID,NAME,medhomeval,medhhincome,poverty_rate,bachelors_rate,pBlack,pHispanic,vacancy_rate
17031829401,"Census Tract 8294.01, Cook County, Illinois",75900,30091,0.39233576642335766,0.08433734939759036,0.8275547445255474,0.16514598540145986,0.23214285714285715
17031829402,"Census Tract 8294.02, Cook County, Illinois",20200,41578,0.12507645259938838,0.12380952380952381,0.6565749235474007,0.03425076452599388,0.056015276893698285
17031829500,"Census Tract 8295, Cook County, Illinois",103200,41138,0.23552502453385674,0.055741360089186176,0.24533856722276742,0.422963689892051,0.06441326530612244
17031829600,"Census Tract 8296, Cook County, Illinois",98500,53911,0.13171759747102213,0.10558069381598793,0.12082894274675096,0.2715138742536003,0.0962686567164179
17031829700,"Census Tract 8297, Cook County, Illinois",114500,40432,0.29715093006828347,0.08500717360114778,0.7002590063574288,0.0880621615257829,0.170930865541644
17031829800,"Census Tract 8298, Cook County, Illinois",211200,103417,0.05562700964630225,0.23917796239615216,0.5176848874598071,0.038263665594855306,0.03601859024012394
17031829901,"Census Tract 8299.01, Cook County, Illinois",156600,79772,0.05903976829675838,0.19324304645405563,0.6364041439233596,0.09624596190264008,0.044968467233342475
17031829902,"Census Tract 8299.02, Cook County, Illinois",156900,76409,0.2578684948582113,0.2558726951250316,0.7949516983483952,0.013399813025864755,0.0765210899589399
17031830001,"Census Tract 8300.01, Cook County, Illinois",31900,47250,0.11956521739130435,0.08555555555555555,0.05434782608695652,0.26521739130434785,0.07993197278911565
17031830003,"Census Tract 8300.03, Cook County, Illinois",186600,96379,0.08778337531486147,0.29734777736271945,0.9003778337531486,0.0028967254408060455,0.07082794307891332
17031830004,"Census Tract 8300.04, Cook County, Illinois",185400,88003,0.09615663524292965,0.2046958377801494,0.837708484408992,0.051196519216823784,0.13487544483985764
17031830005,"Census Tract 8300.05, Cook County, Illinois",223700,97000,0.03699255344703339,0.20964089291491428,0.7535431179437906,0,0.09234234234234234
